Time,Rate,Event
3931,1.10517,Downward DCC
3932,1.10515,Downward DCC
3933,1.10519,Downward DCC
3934,1.10554,Downward DCC
3935,1.10495,Downward DCC
3936,1.10511,Downward DCC
3937,1.10512,Downward DCC
3938,1.10522,Downward DCC
3939,1.10531,Downward DCC
3940,1.10554,Downward DCC
3941,1.10525,Downward DCC
3942,1.10536,Downward DCC
3943,1.10526,Downward DCC
3944,1.10501,Downward DCC
3945,1.10505,Downward DCC
3946,1.10508,Downward DCC
3947,1.10511,Downward DCC
3948,1.10493,Downward DCC
3949,1.10455,Downward DCC
3950,1.10438,Downward DCC
3951,1.10456,Downward DCC
3952,1.10461,Downward DCC
3953,1.10464,Downward DCC
3954,1.10421,Downward DCC
3955,1.10422,Downward DCC
3956,1.10444,Downward DCC
3957,1.10433,Downward DCC
3958,1.10444,Downward DCC
3959,1.1045,Downward DCC
3960,1.10433,Downward DCC
3961,1.10451,Downward DCC
3962,1.10458,Downward DCC
3963,1.10463,Downward DCC
3964,1.1046,Downward DCC
3965,1.10493,Downward DCC
3966,1.10481,Downward DCC
3967,1.10485,Downward DCC
3968,1.10507,Downward DCC
3969,1.10502,Downward DCC
3970,1.10503,Downward DCC
3971,1.10536,Downward DCC
3972,1.10554,Downward DCC
3973,1.1059,Downward DCC
3974,1.1064,Downward DCC
3975,1.10595,Downward DCC
3976,1.10679,Downward DCC
3977,1.10626,Downward DCC
3978,1.10631,Downward DCC
3979,1.10608,Downward DCC
3980,1.10557,Downward DCC
3981,1.10543,Downward DCC
3982,1.10497,Downward DCC
3983,1.10528,Downward DCC
3984,1.1052,Downward DCC
3985,1.10496,Downward DCC
3986,1.10539,Downward DCC
3987,1.10578,Downward DCC
3988,1.10605,Downward DCC
3989,1.10594,Downward DCC
3990,1.10589,Downward DCC
3991,1.10598,Downward DCC
3992,1.10595,Downward DCC
3993,1.10587,Downward DCC
3994,1.10586,Downward DCC
3995,1.10605,Downward DCC
3996,1.10573,Downward DCC
3997,1.10569,Downward DCC
3998,1.1056,Downward DCC
3999,1.10555,Downward DCC
4000,1.10554,Downward DCC
4001,1.10572,Downward DCC
4002,1.10564,Downward DCC
4003,1.10584,Downward DCC
4004,1.10554,Downward DCC
4005,1.10558,Downward DCC
4006,1.10547,Downward DCC
4007,1.10503,Downward DCC
4008,1.10533,Downward DCC
4009,1.10562,Downward DCC
4010,1.10565,Downward DCC
4011,1.1058,Downward DCC
4012,1.1055,Downward DCC
4013,1.10566,Downward DCC
4014,1.1059,Downward DCC
4015,1.10589,Downward DCC
4016,1.10536,Downward DCC
4017,1.10541,Downward DCC
4018,1.10516,Downward DCC
4019,1.10502,Downward DCC
4020,1.10495,Downward DCC
4021,1.10529,Downward DCC
4022,1.10541,Downward DCC
4023,1.105,Downward DCC
4024,1.10523,Downward DCC
4025,1.10543,Downward DCC
4026,1.1055,Downward DCC
4027,1.1056,Downward DCC
4028,1.10545,Downward DCC
4029,1.10513,Downward DCC
4030,1.10524,Downward DCC
4031,1.10488,Downward DCC
4032,1.10508,Downward DCC
4033,1.10494,Downward DCC
4034,1.10492,Downward DCC
4035,1.10496,Downward DCC
4036,1.10509,Downward DCC
4037,1.10511,Downward DCC
4038,1.1052,Downward DCC
4039,1.10512,Downward DCC
4040,1.10519,Downward DCC
4041,1.1053,Downward DCC
4042,1.1051,Downward DCC
4043,1.10526,Downward DCC
4044,1.10547,Downward DCC
4045,1.10534,Downward DCC
4046,1.1053,Downward DCC
4047,1.10511,Downward DCC
4048,1.10511,Downward DCC
4049,1.10526,Downward DCC
4050,1.10551,Downward DCC
4051,1.1055,Downward DCC
4052,1.10569,Downward DCC
4053,1.10557,Downward DCC
4054,1.10575,Downward DCC
4055,1.10551,Downward DCC
4056,1.10565,Downward DCC
4057,1.10583,Downward DCC
4058,1.10587,Downward DCC
4059,1.10588,Downward DCC
4060,1.10538,Downward DCC
4061,1.10514,Downward DCC
4062,1.10501,Downward DCC
4063,1.10514,Downward DCC
4064,1.10527,Downward DCC
4065,1.1051,Downward DCC
4066,1.10506,Downward DCC
4067,1.10485,Downward DCC
4068,1.10489,Downward DCC
4069,1.10463,Downward DCC
4070,1.10477,Downward DCC
4071,1.10401,Downward DCC
4072,1.10438,Downward DCC
4073,1.10412,Downward DCC
4074,1.10425,Downward DCC
4075,1.10439,Downward DCC
4076,1.10335,Downward DCC
4077,1.10334,Downward DCC
4078,1.1035,Downward DCC
4079,1.1036,Downward DCC
4080,1.10348,Downward DCC
4081,1.10376,Downward DCC
4082,1.10385,Downward DCC
4083,1.10434,Downward DCC
4084,1.10425,Downward DCC
4085,1.10493,Downward DCC
4086,1.1046,Downward DCC
4087,1.10424,Downward DCC
4088,1.1047,Downward DCC
4089,1.10433,Downward DCC
4090,1.10436,Downward DCC
4091,1.10437,Downward DCC
4092,1.10437,Downward DCC
4093,1.10432,Downward DCC
4094,1.10434,Downward DCC
4095,1.10468,Downward DCC
4096,1.10549,Downward DCC
4097,1.10604,Downward DCC
4098,1.10636,Downward DCC
4099,1.10536,Downward DCC
4100,1.10485,Downward DCC
4101,1.10575,Downward DCC
4102,1.10548,Downward DCC
4103,1.10681,Downward DCC
4104,1.10644,Downward DCC
4105,1.10641,Downward DCC
4106,1.10652,Downward DCC
4107,1.10612,Downward DCC
4108,1.10631,Downward DCC
4109,1.10658,Downward DCC
4110,1.10617,Downward DCC
4111,1.10612,Downward DCC
4112,1.10625,Downward DCC
4113,1.10634,Downward DCC
4114,1.10647,Downward DCC
4115,1.1065,Downward DCC
4116,1.10623,Downward DCC
4117,1.10607,Downward DCC
4118,1.10605,Downward DCC
4119,1.10621,Downward DCC
4120,1.1059,Downward DCC
4121,1.10588,Downward DCC
4122,1.10599,Downward DCC
4123,1.10587,Downward DCC
4124,1.10601,Downward DCC
4125,1.10615,Downward DCC
4126,1.10624,Downward DCC
4127,1.10611,Downward DCC
4128,1.1058,Downward DCC
4129,1.10587,Downward DCC
4130,1.10559,Downward DCC
4131,1.1058,Downward DCC
4132,1.10579,Downward DCC
4133,1.10587,Downward DCC
4134,1.10587,Downward DCC
4135,1.10576,Downward DCC
4136,1.10577,Downward DCC
4137,1.10571,Downward DCC
4138,1.10587,Downward DCC
4139,1.1057,Downward DCC
4140,1.10564,Downward DCC
4141,1.10549,Downward DCC
4142,1.10559,Downward DCC
4143,1.10554,Downward DCC
4144,1.10555,Downward DCC
4145,1.10558,Downward DCC
4146,1.10564,Downward DCC
4147,1.10564,Downward DCC
4148,1.10581,Downward DCC
4149,1.10571,Downward DCC
4150,1.10548,Downward DCC
4151,1.10546,Downward DCC
4152,1.10547,Downward DCC
4153,1.10556,Downward DCC
4154,1.10557,Downward DCC
4155,1.10569,Downward DCC
4156,1.10596,Downward DCC
4157,1.10621,Downward DCC
4158,1.10621,Downward DCC
4159,1.10618,Downward DCC
4160,1.10559,Downward DCC
4161,1.10513,Downward DCC
4162,1.10489,Downward DCC
4163,1.10529,Downward DCC
4164,1.10566,Downward DCC
4165,1.10513,Downward DCC
4166,1.10571,Downward DCC
4167,1.10597,Downward DCC
4168,1.10611,Downward DCC
4169,1.10595,Downward DCC
4170,1.10622,Downward DCC
4171,1.1066,Downward DCC
4172,1.10626,Downward DCC
4173,1.10658,Downward DCC
4174,1.10646,Downward DCC
4175,1.10682,Downward DCC
4176,1.10644,Downward DCC
4177,1.10641,Downward DCC
4178,1.1057,Downward DCC
4179,1.1057,Downward DCC
4180,1.10517,Downward DCC
4181,1.10506,Downward DCC
4182,1.10508,Downward DCC
4183,1.10456,Downward DCC
4184,1.10402,Downward DCC
4185,1.10465,Downward DCC
4186,1.10501,Downward DCC
4187,1.10528,Downward DCC
4188,1.10544,Downward DCC
4189,1.10476,Downward DCC
4190,1.10461,Downward DCC
4191,1.10375,Downward DCC
4192,1.10305,Downward DCC
4193,1.10332,Downward DCC
4194,1.10325,Downward DCC
4195,1.1034,Downward DCC
4196,1.10338,Downward DCC
4197,1.1041,Downward DCC
4198,1.10422,Downward DCC
4199,1.10359,Downward DCC
4200,1.104,Downward DCC
4201,1.10406,Downward DCC
4202,1.10453,Downward DCC
4203,1.10446,Downward DCC
4204,1.10398,Downward DCC
4205,1.10408,Downward DCC
4206,1.10431,Downward DCC
4207,1.10479,Downward DCC
4208,1.1051,Downward DCC
4209,1.1048,Downward DCC
4210,1.1049,Downward DCC
4211,1.1053,Downward DCC
4212,1.10497,Downward DCC
4213,1.10485,Downward DCC
4214,1.10501,Downward DCC
4215,1.10574,Downward DCC
4216,1.10537,Downward DCC
4217,1.10569,Downward DCC
4218,1.10548,Downward DCC
4219,1.10564,Downward DCC
4220,1.1053,Downward DCC
4221,1.10523,Downward DCC
4222,1.10516,Downward DCC
4223,1.10517,Downward DCC
4224,1.10545,Downward DCC
4225,1.1052,Downward DCC
4226,1.10519,Downward DCC
4227,1.10546,Downward DCC
4228,1.10555,Downward DCC
4229,1.1058,Downward DCC
4230,1.10585,Downward DCC
4231,1.1058,Downward DCC
4232,1.1058,Downward DCC
4233,1.10583,Downward DCC
4234,1.10582,Downward DCC
4235,1.10582,Downward DCC
4236,1.10574,Downward DCC
4237,1.10598,Downward DCC
4238,1.10607,Downward DCC
4239,1.10565,Downward DCC
4240,1.10526,Downward DCC
4241,1.1054,Downward DCC
4242,1.10551,Downward DCC
4243,1.10575,Downward DCC
4244,1.10617,Downward DCC
4245,1.10617,Downward DCC
4246,1.10623,Downward DCC
4247,1.10641,Downward DCC
4248,1.10652,Downward DCC
4249,1.10644,Downward DCC
4250,1.10646,Downward DCC
4251,1.10644,Downward DCC
4252,1.1064,Downward DCC
4253,1.10637,Downward DCC
4254,1.10634,Downward DCC
4255,1.10638,Downward DCC
4256,1.10614,Downward DCC
4257,1.10588,Downward DCC
4258,1.10576,Downward DCC
4259,1.10557,Downward DCC
4260,1.10578,Downward DCC
4261,1.10568,Downward DCC
4262,1.106,Downward DCC
4263,1.10586,Downward DCC
4264,1.10618,Downward DCC
4265,1.10637,Downward DCC
4266,1.10614,Downward DCC
4267,1.10651,Downward DCC
4268,1.10593,Downward DCC
4269,1.10583,Downward DCC
4270,1.10609,Downward DCC
4271,1.10601,Downward DCC
4272,1.10603,Downward DCC
4273,1.10559,Downward DCC
4274,1.1055,Downward DCC
4275,1.10534,Downward DCC
4276,1.10489,Downward DCC
4277,1.10506,Downward DCC
4278,1.10516,Downward DCC
4279,1.10493,Downward DCC
4280,1.10517,Downward DCC
4281,1.1053,Downward DCC
4282,1.10487,Downward DCC
4283,1.10531,Downward DCC
4284,1.10567,Downward DCC
4285,1.1059,Downward DCC
4286,1.10675,Downward DCC
4287,1.10558,Downward DCC
4288,1.10557,Downward DCC
4289,1.10538,Downward DCC
4290,1.10418,Downward DCC
4291,1.10444,Downward DCC
4292,1.10424,Downward DCC
4293,1.10447,Downward DCC
4294,1.1047,Downward DCC
4295,1.10444,Downward DCC
4296,1.10445,Downward DCC
4297,1.10414,Downward DCC
4298,1.1045,Downward DCC
4299,1.10481,Downward DCC
4300,1.10466,Downward DCC
4301,1.10462,Downward DCC
4302,1.10434,Downward DCC
4303,1.10443,Downward DCC
4304,1.10446,Downward DCC
4305,1.10479,Downward DCC
4306,1.10458,Downward DCC
4307,1.10458,Downward DCC
4308,1.10464,Downward DCC
4309,1.10435,Downward DCC
4310,1.10422,Downward DCC
4311,1.10478,Downward DCC
4312,1.10454,Downward DCC
4313,1.10471,Downward DCC
4314,1.10468,Downward DCC
4315,1.10475,Downward DCC
4316,1.10451,Downward DCC
4317,1.10466,Downward DCC
4318,1.10463,Downward DCC
4319,1.10427,Downward DCC
4320,1.1042,Downward DCC
4321,1.10432,Downward DCC
4322,1.10434,Downward DCC
4323,1.10457,Downward DCC
4324,1.10442,Downward DCC
4325,1.10424,Downward DCC
4326,1.10424,Downward DCC
4327,1.10433,Downward DCC
4328,1.10448,Downward DCC
4329,1.10455,Downward DCC
4330,1.1044,Downward DCC
4331,1.10443,Downward DCC
4332,1.10487,Downward DCC
4333,1.10424,Downward DCC
4334,1.10421,Downward DCC
4335,1.10386,Downward DCC
4336,1.1039,Downward DCC
4337,1.10401,Downward DCC
4338,1.10426,Downward DCC
4339,1.10416,Downward DCC
4340,1.10418,Downward DCC
4341,1.1042,Downward DCC
4342,1.10425,Downward DCC
4343,1.1043,Downward DCC
4344,1.10423,Downward DCC
4345,1.10442,Downward DCC
4346,1.10435,Downward DCC
4347,1.10443,Downward DCC
4348,1.10413,Downward DCC
4349,1.1042,Downward DCC
4350,1.10433,Downward DCC
4351,1.10451,Downward DCC
4352,1.10469,Downward DCC
4353,1.10457,Downward DCC
4354,1.10439,Downward DCC
4355,1.1047,Downward DCC
4356,1.10482,Downward DCC
4357,1.10485,Downward DCC
4358,1.10481,Downward DCC
4359,1.10466,Downward DCC
4360,1.10464,Downward DCC
4361,1.1048,Downward DCC
4362,1.10469,Downward DCC
4363,1.10465,Downward DCC
4364,1.10473,Downward DCC
4365,1.10543,Downward DCC
4366,1.10526,Downward DCC
4367,1.10493,Downward DCC
4368,1.10527,Downward DCC
4369,1.10525,Downward DCC
4370,1.10476,Downward DCC
4371,1.10445,Downward DCC
4372,1.10475,Downward DCC
4373,1.10461,Downward DCC
4374,1.10468,Downward DCC
4375,1.10479,Downward DCC
4376,1.10462,Downward DCC
4377,1.10431,Downward DCC
4378,1.10471,Downward DCC
4379,1.10405,Downward DCC
4380,1.10488,Downward DCC
4381,1.10475,Downward DCC
4382,1.10627,Downward DCC
4383,1.10697,Downward DCC
4384,1.10841,Downward DCC
4385,1.10802,Downward DCC
4386,1.10719,Downward DCC
4387,1.10759,Downward DCC
4388,1.10731,Downward DCC
4389,1.10689,Downward DCC
4390,1.10703,Downward DCC
4391,1.10867,Downward DCC
4392,1.10786,Downward DCC
4393,1.10806,Downward DCC
4394,1.10801,Downward DCC
4395,1.10814,Downward DCC
4396,1.10817,Downward DCC
4397,1.10878,Downward DCC
4398,1.10861,Downward DCC
4399,1.10804,Downward DCC
4400,1.10779,Downward DCC
4401,1.10773,Downward DCC
4402,1.10749,Downward DCC
4403,1.10784,Downward DCC
4404,1.10796,Downward DCC
4405,1.1079,Downward DCC
4406,1.1077,Downward DCC
4407,1.1082,Downward DCC
4408,1.10775,Downward DCC
4409,1.10806,Downward DCC
4410,1.10841,Downward DCC
4411,1.10847,Downward DCC
4412,1.10944,Downward DCC
4413,1.10897,Downward DCC
4414,1.10909,Downward DCC
4415,1.10897,Downward DCC
4416,1.10904,Downward DCC
4417,1.10878,Downward DCC
4418,1.10898,Downward DCC
4419,1.10911,Downward DCC
4420,1.10872,Downward DCC
4421,1.10892,Downward DCC
4422,1.10911,Downward DCC
4423,1.10912,Downward DCC
4424,1.10911,Downward DCC
4425,1.10884,Downward DCC
4426,1.10867,Downward DCC
4427,1.10776,Downward DCC
4428,1.1081,Downward DCC
4429,1.10817,Downward DCC
4430,1.10827,Downward DCC
4431,1.1082,Downward DCC
4432,1.10828,Downward DCC
4433,1.10827,Downward DCC
4434,1.10827,Downward DCC
4435,1.10821,Downward DCC
4436,1.10833,Downward DCC
4437,1.10832,Downward DCC
4438,1.1083,Downward DCC
4439,1.10825,Downward DCC
4440,1.10839,Downward DCC
4441,1.10803,Downward DCC
4442,1.10811,Downward DCC
4443,1.10811,Downward DCC
4444,1.10814,Downward DCC
4445,1.10824,Downward DCC
4446,1.10821,Downward DCC
4447,1.10825,Downward DCC
4448,1.10822,Downward DCC
4449,1.10814,Downward DCC
4450,1.10812,Downward DCC
4451,1.10781,Downward DCC
4452,1.10799,Downward DCC
4453,1.10782,Downward DCC
4454,1.10808,Downward DCC
4455,1.10824,Downward DCC
4456,1.10897,Downward DCC
4457,1.10935,Downward DCC
4458,1.10904,Downward DCC
4459,1.1089,Downward DCC
4460,1.1083,Downward DCC
4461,1.10809,Downward DCC
4462,1.10732,Downward DCC
4463,1.10699,Downward DCC
4464,1.10672,Downward DCC
4465,1.10616,Downward DCC
4466,1.10622,Downward DCC
4467,1.10582,Downward DCC
4468,1.1058,Downward DCC
4469,1.10522,Downward DCC
4470,1.10605,Downward DCC
4471,1.1052,Downward DCC
4472,1.10558,Downward DCC
4473,1.10597,Downward DCC
4474,1.10596,Downward DCC
4475,1.10538,Downward DCC
4476,1.10508,Downward DCC
4477,1.10413,Downward DCC
4478,1.10393,Downward DCC
4479,1.10459,Downward DCC
4480,1.10424,Downward DCC
4481,1.10387,Downward DCC
4482,1.10383,Downward DCC
4483,1.10427,Downward DCC
4484,1.10443,Downward DCC
4485,1.10427,Downward DCC
4486,1.10444,Downward DCC
4487,1.10428,Downward DCC
4488,1.10418,Downward DCC
4489,1.10426,Downward DCC
4490,1.10386,Downward DCC
4491,1.10354,Downward DCC
4492,1.10346,Downward DCC
4493,1.10303,Downward DCC
4494,1.10326,Downward DCC
4495,1.10331,Downward DCC
4496,1.10306,Downward DCC
4497,1.10336,Downward DCC
4498,1.1036,Downward DCC
4499,1.10334,Downward DCC
4500,1.10294,Downward DCC
4501,1.10298,Downward DCC
4502,1.10269,Downward DCC
4503,1.10291,Downward DCC
4504,1.10312,Downward DCC
4505,1.10295,Downward DCC
4506,1.10278,Downward DCC
4507,1.10298,Downward DCC
4508,1.10285,Downward DCC
4509,1.10265,Downward DCC
4510,1.10241,Downward DCC
4511,1.10182,Downward DCC
4512,1.10221,Downward DCC
4513,1.10224,Downward DCC
4514,1.10213,Downward DCC
4515,1.10238,Downward DCC
4516,1.10209,Downward DCC
4517,1.1021,Downward DCC
4518,1.10208,Downward DCC
4519,1.10202,Downward DCC
4520,1.10207,Downward DCC
4521,1.10215,Downward DCC
4522,1.1023,Downward DCC
4523,1.10242,Downward DCC
4524,1.10207,Downward DCC
4525,1.10204,Downward DCC
4526,1.10202,Downward DCC
4527,1.10216,Downward DCC
4528,1.10208,Downward DCC
4529,1.10202,Downward DCC
4530,1.10224,Downward DCC
4531,1.10234,Downward DCC
4532,1.10232,Downward DCC
4533,1.10246,Downward DCC
4534,1.10248,Downward DCC
4535,1.10229,Downward DCC
4536,1.10223,Downward DCC
4537,1.10217,Downward DCC
4538,1.10242,Downward DCC
4539,1.10244,Downward DCC
4540,1.10224,Downward DCC
4541,1.10234,Downward DCC
4542,1.10232,Downward DCC
4543,1.10247,Downward DCC
4544,1.10247,Downward DCC
4545,1.10257,Downward DCC
4546,1.10259,Downward DCC
4547,1.10266,Downward DCC
4548,1.10317,Downward DCC
4549,1.10279,Downward DCC
4550,1.10278,Downward DCC
4551,1.10272,Downward DCC
4552,1.10259,Downward DCC
4553,1.10217,Downward DCC
4554,1.10174,Downward DCC
4555,1.10072,Downward DCC
4556,1.09957,Downward Overshoot
4557,1.09988,Downward Overshoot
4558,1.09851,Downward Overshoot
4559,1.09822,Downward Overshoot
4560,1.099,Downward Overshoot
4561,1.09831,Downward Overshoot
4562,1.09789,Downward Overshoot
4563,1.09819,Downward Overshoot
4564,1.09818,Downward Overshoot
4565,1.09803,Downward Overshoot
4566,1.09769,Downward Overshoot
4567,1.09833,Downward Overshoot
4568,1.09852,Downward Overshoot
4569,1.09811,Downward Overshoot
4570,1.09768,Downward Overshoot
4571,1.09767,Downward Overshoot
4572,1.09785,Downward Overshoot
4573,1.09894,Downward Overshoot
4574,1.09867,Downward Overshoot
4575,1.09873,Downward Overshoot
4576,1.09893,Downward Overshoot
4577,1.09857,Downward Overshoot
4578,1.09841,Downward Overshoot
4579,1.09781,Downward Overshoot
4580,1.09829,Downward Overshoot
4581,1.09743,Downward Overshoot
4582,1.09775,Downward Overshoot
4583,1.0975,Downward Overshoot
4584,1.09707,Downward Overshoot
4585,1.09705,Downward Overshoot
4586,1.09701,Downward Overshoot
4587,1.09674,Downward Overshoot
4588,1.09647,Downward Overshoot
4589,1.09629,Downward Overshoot
4590,1.09635,Downward Overshoot
4591,1.09668,Downward Overshoot
4592,1.09684,Downward Overshoot
4593,1.09669,Downward Overshoot
4594,1.09656,Downward Overshoot
4595,1.09643,Downward Overshoot
4596,1.09665,Downward Overshoot
4597,1.09656,Downward Overshoot
4598,1.09658,Downward Overshoot
4599,1.09675,Downward Overshoot
4600,1.09641,Downward Overshoot
4601,1.09668,Downward Overshoot
4602,1.09636,Downward Overshoot
4603,1.09645,Downward Overshoot
4604,1.09636,Downward Overshoot
4605,1.09655,Downward Overshoot
4606,1.09658,Downward Overshoot
4607,1.09606,Downward Overshoot
4608,1.09624,Downward Overshoot
4609,1.09625,Downward Overshoot
4610,1.09676,Downward Overshoot
4611,1.09623,Downward Overshoot
4612,1.09648,Downward Overshoot
4613,1.09627,Downward Overshoot
4614,1.09622,Downward Overshoot
4615,1.09617,Downward Overshoot
4616,1.09631,Downward Overshoot
4617,1.09623,Downward Overshoot
4618,1.09641,Downward Overshoot
4619,1.09622,Downward Overshoot
4620,1.09641,Downward Overshoot
4621,1.09619,Downward Overshoot
4622,1.09643,Downward Overshoot
4623,1.0965,Downward Overshoot
4624,1.09671,Downward Overshoot
4625,1.09654,Downward Overshoot
4626,1.09672,Downward Overshoot
4627,1.09675,Downward Overshoot
4628,1.09651,Downward Overshoot
4629,1.09679,Downward Overshoot
4630,1.09681,Downward Overshoot
4631,1.09665,Downward Overshoot
4632,1.0966,Downward Overshoot
4633,1.09653,Downward Overshoot
4634,1.09678,Downward Overshoot
4635,1.09663,Downward Overshoot
4636,1.09667,Downward Overshoot
4637,1.09669,Downward Overshoot
4638,1.0969,Downward Overshoot
4639,1.09678,Downward Overshoot
4640,1.09675,Downward Overshoot
4641,1.09653,Downward Overshoot
4642,1.09676,Downward Overshoot
4643,1.09683,Downward Overshoot
4644,1.09688,Downward Overshoot
4645,1.09696,Downward Overshoot
4646,1.09716,Downward Overshoot
4647,1.09751,Downward Overshoot
4648,1.09729,Downward Overshoot
4649,1.09817,Downward Overshoot
4650,1.0979,Downward Overshoot
4651,1.09724,Downward Overshoot
4652,1.0961,Downward Overshoot
4653,1.09651,Downward Overshoot
4654,1.09622,Downward Overshoot
4655,1.09651,Downward Overshoot
4656,1.09592,Downward Overshoot
4657,1.09483,Downward Overshoot
4658,1.09518,Downward Overshoot
4659,1.0945,Downward Overshoot
4660,1.09504,Downward Overshoot
4661,1.09467,Downward Overshoot
4662,1.09469,Downward Overshoot
4663,1.09442,Downward Overshoot
4664,1.09397,Downward Overshoot
4665,1.09344,Downward Overshoot
4666,1.09346,Downward Overshoot
4667,1.09405,Downward Overshoot
4668,1.09412,Downward Overshoot
4669,1.0944,Downward Overshoot
4670,1.09439,Downward Overshoot
4671,1.09494,Downward Overshoot
4672,1.09491,Downward Overshoot
4673,1.09485,Downward Overshoot
4674,1.09402,Downward Overshoot
4675,1.09401,Downward Overshoot
4676,1.09413,Downward Overshoot
4677,1.09406,Downward Overshoot
4678,1.09363,Downward Overshoot
4679,1.09314,Downward Overshoot
4680,1.09335,Downward Overshoot
4681,1.09417,Downward Overshoot
4682,1.09411,Downward Overshoot
4683,1.09375,Downward Overshoot
4684,1.09373,Downward Overshoot
4685,1.09336,Downward Overshoot
4686,1.09269,Downward Overshoot
4687,1.09288,Downward Overshoot
4688,1.09342,Downward Overshoot
4689,1.09325,Downward Overshoot
4690,1.09351,Downward Overshoot
4691,1.09314,Downward Overshoot
4692,1.0931,Downward Overshoot
4693,1.093,Downward Overshoot
4694,1.09295,Downward Overshoot
4695,1.09303,Downward Overshoot
4696,1.0931,Downward Overshoot
4697,1.09317,Downward Overshoot
4698,1.09327,Downward Overshoot
4699,1.09332,Downward Overshoot
4700,1.09307,Downward Overshoot
4701,1.09291,Downward Overshoot
4702,1.09257,Downward Overshoot
4703,1.09279,Downward Overshoot
4704,1.09287,Downward Overshoot
4705,1.09312,Downward Overshoot
4706,1.09315,Downward Overshoot
4707,1.09308,Downward Overshoot
4708,1.09303,Downward Overshoot
4709,1.09281,Downward Overshoot
4710,1.09276,Downward Overshoot
4711,1.09269,Downward Overshoot
4712,1.09266,Downward Overshoot
4713,1.09264,Downward Overshoot
4714,1.09278,Downward Overshoot
4715,1.09285,Downward Overshoot
4716,1.09302,Downward Overshoot
4717,1.09322,Downward Overshoot
4718,1.09314,Downward Overshoot
4719,1.09306,Downward Overshoot
4720,1.09277,Downward Overshoot
4721,1.09267,Downward Overshoot
4722,1.09265,Downward Overshoot
4723,1.09315,Downward Overshoot
4724,1.09304,Downward Overshoot
4725,1.09326,Downward Overshoot
4726,1.09328,Downward Overshoot
4727,1.09338,Downward Overshoot
4728,1.0933,Downward Overshoot
4729,1.09332,Downward Overshoot
4730,1.09336,Downward Overshoot
4731,1.09312,Downward Overshoot
4732,1.09316,Downward Overshoot
4733,1.09319,Downward Overshoot
4734,1.0931,Downward Overshoot
4735,1.09294,Downward Overshoot
4736,1.09277,Downward Overshoot
4737,1.09279,Downward Overshoot
4738,1.09285,Downward Overshoot
4739,1.09275,Downward Overshoot
4740,1.0925,Downward Overshoot
4741,1.09257,Downward Overshoot
4742,1.09261,Downward Overshoot
4743,1.09278,Downward Overshoot
4744,1.09277,Downward Overshoot
4745,1.09245,Downward Overshoot
4746,1.09255,Downward Overshoot
4747,1.09242,Downward Overshoot
4748,1.09221,Downward Overshoot
4749,1.09173,Downward Overshoot
4750,1.09162,Downward Overshoot
4751,1.09137,Downward Overshoot
4752,1.09122,Downward Overshoot
4753,1.09182,Downward Overshoot
4754,1.09217,Downward Overshoot
4755,1.09222,Downward Overshoot
4756,1.09168,Downward Overshoot
4757,1.09131,Downward Overshoot
4758,1.09101,Downward Overshoot
4759,1.09099,Downward Overshoot
4760,1.09035,Downward Overshoot
4761,1.09065,Downward Overshoot
4762,1.09152,Downward Overshoot
4763,1.0916,Downward Overshoot
4764,1.09151,Downward Overshoot
4765,1.09111,Downward Overshoot
4766,1.09,Downward Overshoot
4767,1.08914,Downward Overshoot
4768,1.08925,Downward Overshoot
4769,1.09002,Downward Overshoot
4770,1.09054,Downward Overshoot
4771,1.09022,Downward Overshoot
4772,1.08923,Downward Overshoot
4773,1.09001,Downward Overshoot
4774,1.09189,Downward Overshoot
4775,1.09224,Downward Overshoot
4776,1.09223,Downward Overshoot
4777,1.0918,Downward Overshoot
4778,1.09179,Downward Overshoot
4779,1.09213,Downward Overshoot
4780,1.09143,Downward Overshoot
4781,1.09125,Downward Overshoot
4782,1.09145,Downward Overshoot
4783,1.09155,Downward Overshoot
4784,1.09138,Downward Overshoot
4785,1.09149,Downward Overshoot
4786,1.09138,Downward Overshoot
4787,1.09189,Downward Overshoot
4788,1.09166,Downward Overshoot
4789,1.09167,Downward Overshoot
4790,1.0914,Downward Overshoot
4791,1.09113,Downward Overshoot
4792,1.09146,Downward Overshoot
4793,1.09152,Downward Overshoot
4794,1.0914,Downward Overshoot
4795,1.09132,Downward Overshoot
4796,1.0912,Downward Overshoot
4797,1.09141,Downward Overshoot
4798,1.09145,Downward Overshoot
4799,1.09118,Downward Overshoot
4800,1.09147,Downward Overshoot
4801,1.09141,Downward Overshoot
4802,1.09134,Downward Overshoot
4803,1.09143,Downward Overshoot
4804,1.09103,Downward Overshoot
4805,1.09095,Downward Overshoot
4806,1.09117,Downward Overshoot
4807,1.09105,Downward Overshoot
4808,1.09114,Downward Overshoot
4809,1.09108,Downward Overshoot
4810,1.09105,Downward Overshoot
4811,1.09102,Downward Overshoot
4812,1.09059,Downward Overshoot
4813,1.09023,Downward Overshoot
4814,1.09037,Downward Overshoot
4815,1.08976,Downward Overshoot
4816,1.08984,Downward Overshoot
4817,1.08994,Downward Overshoot
4818,1.09017,Downward Overshoot
4819,1.09021,Downward Overshoot
4820,1.08971,Downward Overshoot
4821,1.08983,Downward Overshoot
4822,1.08992,Downward Overshoot
4823,1.08961,Downward Overshoot
4824,1.08958,Downward Overshoot
4825,1.08963,Downward Overshoot
4826,1.0895,Downward Overshoot
